2022-06-23 07:22:27 status unpacked libldap-2.4-2:amd64 2.4.57+dfsg-3+deb11u1
2022-06-23 07:22:27 status half-configured libldap-2.4-2:amd64 2.4.57+dfsg-3+deb11u1
2022-06-23 07:22:27 status installed libldap-2.4-2:amd64 2.4.57+dfsg-3+deb11u1
2022-06-23 07:22:27 configure m4:amd64 1.4.18-5 <none>
2022-06-23 07:22:27 status unpacked m4:amd64 1.4.18-5
2022-06-23 07:22:27 status half-configured m4:amd64 1.4.18-5
2022-06-23 07:22:27 status installed m4:amd64 1.4.18-5
2022-06-23 07:22:27 configure ca-certificates:all 20210119 <none>
2022-06-23 07:22:27 status unpacked ca-certificates:all 20210119
2022-06-23 07:22:27 status half-configured ca-certificates:all 20210119
2022-06-23 07:22:28 status installed ca-certificates:all 20210119
2022-06-23 07:22:28 status triggers-pending ca-certificates:all 20210119
2022-06-23 07:22:28 configure libgdbm-compat4:amd64 1.19-2 <none>
2022-06-23 07:22:28 status unpacked libgdbm-compat4:amd64 1.19-2
2022-06-23 07:22:28 status half-configured libgdbm-compat4:amd64 1.19-2
2022-06-23 07:22:28 status installed libgdbm-compat4:amd64 1.19-2
2022-06-23 07:22:28 configure libperl5.32:amd64 5.32.1-4+deb11u2 <none>
2022-06-23 07:22:28 status unpacked libperl5.32:amd64 5.32.1-4+deb11u2
2022-06-23 07:22:28 status half-configured libperl5.32:amd64 5.32.1-4+deb11u2
2022-06-23 07:22:28 status installed libperl5.32:amd64 5.32.1-4+deb11u2
2022-06-23 07:22:28 configure cpp:amd64 4:10.2.1-1 <none>
2022-06-23 07:22:28 status unpacked cpp:amd64 4:10.2.1-1
2022-06-23 07:22:28 status half-configured cpp:amd64 4:10.2.1-1
2022-06-23 07:22:28 status installed cpp:amd64 4:10.2.1-1
2022-06-23 07:22:28 configure libcurl4:amd64 7.74.0-1.3+deb11u1 <none>
2022-06-23 07:22:28 status unpacked libcurl4:amd64 7.74.0-1.3+deb11u1
2022-06-23 07:22:28 status half-configured libcurl4:amd64 7.74.0-1.3+deb11u1
2022-06-23 07:22:28 status installed libcurl4:amd64 7.74.0-1.3+deb11u1
2022-06-23 07:22:28 configure libc6-dev:amd64 2.31-13+deb11u3 <none>
2022-06-23 07:22:28 status unpacked libc6-dev:amd64 2.31-13+deb11u3
2022-06-23 07:22:28 status half-configured libc6-dev:amd64 2.31-13+deb11u3
2022-06-23 07:22:28 status installed libc6-dev:amd64 2.31-13+deb11u3
2022-06-23 07:22:28 configure curl:amd64 7.74.0-1.3+deb11u1 <none>
2022-06-23 07:22:28 status unpacked curl:amd64 7.74.0-1.3+deb11u1
2022-06-23 07:22:28 status half-configured curl:amd64 7.74.0-1.3+deb11u1
2022-06-23 07:22:28 status installed curl:amd64 7.74.0-1.3+deb11u1
2022-06-23 07:22:28 configure binutils-x86-64-linux-gnu:amd64 2.35.2-2 <none>
2022-06-23 07:22:28 status unpacked binutils-x86-64-linux-gnu:amd64 2.35.2-2
2022-06-23 07:22:28 status half-configured binutils-x86-64-linux-gnu:amd64 2.35.2-2
2022-06-23 07:22:28 status installed binutils-x86-64-linux-gnu:amd64 2.35.2-2
2022-06-23 07:22:28 configure libstdc++-10-dev:amd64 10.2.1-6 <none>
2022-06-23 07:22:28 status unpacked libstdc++-10-dev:amd64 10.2.1-6
2022-06-23 07:22:28 status half-configured libstdc++-10-dev:amd64 10.2.1-6
2022-06-23 07:22:28 status installed libstdc++-10-dev:amd64 10.2.1-6
2022-06-23 07:22:28 configure binutils:amd64 2.35.2-2 <none>
2022-06-23 07:22:28 status unpacked binutils:amd64 2.35.2-2
2022-06-23 07:22:28 status half-configured binutils:amd64 2.35.2-2
2022-06-23 07:22:28 status installed binutils:amd64 2.35.2-2
2022-06-23 07:22:28 configure perl:amd64 5.32.1-4+deb11u2 <none>
2022-06-23 07:22:28 status unpacked perl:amd64 5.32.1-4+deb11u2
2022-06-23 07:22:28 status half-configured perl:amd64 5.32.1-4+deb11u2
2022-06-23 07:22:28 status installed perl:amd64 5.32.1-4+deb11u2
2022-06-23 07:22:28 configure gcc-10:amd64 10.2.1-6 <none>
2022-06-23 07:22:28 status unpacked gcc-10:amd64 10.2.1-6
2022-06-23 07:22:28 status half-configured gcc-10:amd64 10.2.1-6
2022-06-23 07:22:28 status installed gcc-10:amd64 10.2.1-6
2022-06-23 07:22:28 configure libdpkg-perl:all 1.20.10 <none>
2022-06-23 07:22:28 status unpacked libdpkg-perl:all 1.20.10
2022-06-23 07:22:28 status half-configured libdpkg-perl:all 1.20.10
2022-06-23 07:22:28 status installed libdpkg-perl:all 1.20.10
2022-06-23 07:22:28 configure autoconf:all 2.69-14 <none>
2022-06-23 07:22:28 status unpacked autoconf:all 2.69-14
2022-06-23 07:22:28 status half-configured autoconf:all 2.69-14
2022-06-23 07:22:28 status installed autoconf:all 2.69-14
2022-06-23 07:22:28 configure g++-10:amd64 10.2.1-6 <none>
2022-06-23 07:22:28 status unpacked g++-10:amd64 10.2.1-6
2022-06-23 07:22:28 status half-configured g++-10:amd64 10.2.1-6
2022-06-23 07:22:28 status installed g++-10:amd64 10.2.1-6
2022-06-23 07:22:28 configure gcc:amd64 4:10.2.1-1 <none>
2022-06-23 07:22:28 status unpacked gcc:amd64 4:10.2.1-1
2022-06-23 07:22:28 status half-configured gcc:amd64 4:10.2.1-1
2022-06-23 07:22:28 status installed gcc:amd64 4:10.2.1-1
2022-06-23 07:22:28 configure dpkg-dev:all 1.20.10 <none>
2022-06-23 07:22:28 status unpacked dpkg-dev:all 1.20.10
2022-06-23 07:22:28 status half-configured dpkg-dev:all 1.20.10
2022-06-23 07:22:28 status installed dpkg-dev:all 1.20.10
2022-06-23 07:22:28 configure pkg-config:amd64 0.29.2-1 <none>
2022-06-23 07:22:28 status unpacked pkg-config:amd64 0.29.2-1
2022-06-23 07:22:28 status half-configured pkg-config:amd64 0.29.2-1
2022-06-23 07:22:28 status installed pkg-config:amd64 0.29.2-1
2022-06-23 07:22:28 configure g++:amd64 4:10.2.1-1 <none>
2022-06-23 07:22:28 status unpacked g++:amd64 4:10.2.1-1
2022-06-23 07:22:28 status half-configured g++:amd64 4:10.2.1-1
2022-06-23 07:22:28 status installed g++:amd64 4:10.2.1-1
2022-06-23 07:22:28 trigproc libc-bin:amd64 2.31-13+deb11u3 <none>
2022-06-23 07:22:28 status half-configured libc-bin:amd64 2.31-13+deb11u3
2022-06-23 07:22:28 status installed libc-bin:amd64 2.31-13+deb11u3
2022-06-23 07:22:28 trigproc ca-certificates:all 20210119 <none>
2022-06-23 07:22:28 status half-configured ca-certificates:all 20210119
2022-06-23 07:22:29 status installed ca-certificates:all 20210119
2022-06-23 07:25:56 startup archives unpack
2022-06-23 07:25:56 install libapr1:amd64 <none> 1.7.0-6+deb11u1
2022-06-23 07:25:56 status triggers-pending libc-bin:amd64 2.31-13+deb11u3
2022-06-23 07:25:56 status half-installed libapr1:amd64 1.7.0-6+deb11u1
2022-06-23 07:25:56 status unpacked libapr1:amd64 1.7.0-6+deb11u1
2022-06-23 07:25:56 install libexpat1:amd64 <none> 2.2.10-2+deb11u3
2022-06-23 07:25:56 status half-installed libexpat1:amd64 2.2.10-2+deb11u3
2022-06-23 07:25:56 status unpacked libexpat1:amd64 2.2.10-2+deb11u3
2022-06-23 07:25:56 install libaprutil1:amd64 <none> 1.6.1-5
2022-06-23 07:25:56 status half-installed libaprutil1:amd64 1.6.1-5
2022-06-23 07:25:56 status unpacked libaprutil1:amd64 1.6.1-5
2022-06-23 07:25:56 install libsqlite3-0:amd64 <none> 3.34.1-3
2022-06-23 07:25:56 status half-installed libsqlite3-0:amd64 3.34.1-3
2022-06-23 07:25:56 status unpacked libsqlite3-0:amd64 3.34.1-3
2022-06-23 07:25:56 install libaprutil1-dbd-sqlite3:amd64 <none> 1.6.1-5
2022-06-23 07:25:56 status half-installed libaprutil1-dbd-sqlite3:amd64 1.6.1-5
2022-06-23 07:25:56 status unpacked libaprutil1-dbd-sqlite3:amd64 1.6.1-5
2022-06-23 07:25:56 install libaprutil1-ldap:amd64 <none> 1.6.1-5
2022-06-23 07:25:56 status half-installed libaprutil1-ldap:amd64 1.6.1-5
2022-06-23 07:25:56 status unpacked libaprutil1-ldap:amd64 1.6.1-5
2022-06-23 07:25:56 install libjansson4:amd64 <none> 2.13.1-1.1
2022-06-23 07:25:56 status half-installed libjansson4:amd64 2.13.1-1.1
2022-06-23 07:25:56 status unpacked libjansson4:amd64 2.13.1-1.1
2022-06-23 07:25:56 install liblua5.3-0:amd64 <none> 5.3.3-1.1+b1
2022-06-23 07:25:56 status half-installed liblua5.3-0:amd64 5.3.3-1.1+b1
2022-06-23 07:25:56 status unpacked liblua5.3-0:amd64 5.3.3-1.1+b1
2022-06-23 07:25:56 install libicu67:amd64 <none> 67.1-7
2022-06-23 07:25:56 status half-installed libicu67:amd64 67.1-7
2022-06-23 07:25:57 status unpacked libicu67:amd64 67.1-7
2022-06-23 07:25:57 install libxml2:amd64 <none> 2.9.10+dfsg-6.7+deb11u2
2022-06-23 07:25:57 status half-installed libxml2:amd64 2.9.10+dfsg-6.7+deb11u2
2022-06-23 07:25:57 status unpacked libxml2:amd64 2.9.10+dfsg-6.7+deb11u2
2022-06-23 07:25:57 install apache2-bin:amd64 <none> 2.4.53-1~deb11u1
2022-06-23 07:25:57 status half-installed apache2-bin:amd64 2.4.53-1~deb11u1
2022-06-23 07:25:57 status unpacked apache2-bin:amd64 2.4.53-1~deb11u1
2022-06-23 07:25:57 install apache2-data:all <none> 2.4.53-1~deb11u1
2022-06-23 07:25:57 status half-installed apache2-data:all 2.4.53-1~deb11u1
2022-06-23 07:25:57 status unpacked apache2-data:all 2.4.53-1~deb11u1
2022-06-23 07:25:57 install apache2-utils:amd64 <none> 2.4.53-1~deb11u1
2022-06-23 07:25:57 status half-installed apache2-utils:amd64 2.4.53-1~deb11u1
2022-06-23 07:25:57 status unpacked apache2-utils:amd64 2.4.53-1~deb11u1
2022-06-23 07:25:57 install media-types:all <none> 4.0.0
2022-06-23 07:25:57 status half-installed media-types:all 4.0.0
2022-06-23 07:25:57 status unpacked media-types:all 4.0.0
2022-06-23 07:25:57 install mailcap:all <none> 3.69
2022-06-23 07:25:57 status half-installed mailcap:all 3.69
2022-06-23 07:25:57 status unpacked mailcap:all 3.69
2022-06-23 07:25:57 install mime-support:all <none> 3.66
2022-06-23 07:25:57 status half-installed mime-support:all 3.66
2022-06-23 07:25:57 status unpacked mime-support:all 3.66
2022-06-23 07:25:57 install libncurses6:amd64 <none> 6.2+20201114-2
2022-06-23 07:25:57 status half-installed libncurses6:amd64 6.2+20201114-2
2022-06-23 07:25:57 status unpacked libncurses6:amd64 6.2+20201114-2
2022-06-23 07:25:57 install libncursesw6:amd64 <none> 6.2+20201114-2
2022-06-23 07:25:57 status half-installed libncursesw6:amd64 6.2+20201114-2
2022-06-23 07:25:57 status unpacked libncursesw6:amd64 6.2+20201114-2
2022-06-23 07:25:57 install libprocps8:amd64 <none> 2:3.3.17-5
2022-06-23 07:25:57 status half-installed libprocps8:amd64 2:3.3.17-5
2022-06-23 07:25:57 status unpacked libprocps8:amd64 2:3.3.17-5
2022-06-23 07:25:57 install procps:amd64 <none> 2:3.3.17-5
2022-06-23 07:25:57 status half-installed procps:amd64 2:3.3.17-5
2022-06-23 07:25:58 status unpacked procps:amd64 2:3.3.17-5
2022-06-23 07:25:58 install apache2:amd64 <none> 2.4.53-1~deb11u1
2022-06-23 07:25:58 status half-installed apache2:amd64 2.4.53-1~deb11u1
2022-06-23 07:25:58 status unpacked apache2:amd64 2.4.53-1~deb11u1
2022-06-23 07:25:58 startup packages configure
2022-06-23 07:25:58 configure libexpat1:amd64 2.2.10-2+deb11u3 <none>
2022-06-23 07:25:58 status unpacked libexpat1:amd64 2.2.10-2+deb11u3
2022-06-23 07:25:58 status half-configured libexpat1:amd64 2.2.10-2+deb11u3
2022-06-23 07:25:58 status installed libexpat1:amd64 2.2.10-2+deb11u3
2022-06-23 07:25:58 configure media-types:all 4.0.0 <none>
2022-06-23 07:25:58 status unpacked media-types:all 4.0.0
2022-06-23 07:25:58 status half-configured media-types:all 4.0.0
2022-06-23 07:25:58 status installed media-types:all 4.0.0
2022-06-23 07:25:58 configure libicu67:amd64 67.1-7 <none>
2022-06-23 07:25:58 status unpacked libicu67:amd64 67.1-7
2022-06-23 07:25:58 status half-configured libicu67:amd64 67.1-7
2022-06-23 07:25:58 status installed libicu67:amd64 67.1-7
2022-06-23 07:25:58 configure libsqlite3-0:amd64 3.34.1-3 <none>
2022-06-23 07:25:58 status unpacked libsqlite3-0:amd64 3.34.1-3
2022-06-23 07:25:58 status half-configured libsqlite3-0:amd64 3.34.1-3
2022-06-23 07:25:58 status installed libsqlite3-0:amd64 3.34.1-3
2022-06-23 07:25:58 configure libapr1:amd64 1.7.0-6+deb11u1 <none>
2022-06-23 07:25:58 status unpacked libapr1:amd64 1.7.0-6+deb11u1
2022-06-23 07:25:58 status half-configured libapr1:amd64 1.7.0-6+deb11u1
2022-06-23 07:25:58 status installed libapr1:amd64 1.7.0-6+deb11u1
2022-06-23 07:25:58 configure libjansson4:amd64 2.13.1-1.1 <none>
2022-06-23 07:25:58 status unpacked libjansson4:amd64 2.13.1-1.1
2022-06-23 07:25:58 status half-configured libjansson4:amd64 2.13.1-1.1
2022-06-23 07:25:58 status installed libjansson4:amd64 2.13.1-1.1
2022-06-23 07:25:58 configure libncurses6:amd64 6.2+20201114-2 <none>
2022-06-23 07:25:58 status unpacked libncurses6:amd64 6.2+20201114-2
2022-06-23 07:25:58 status half-configured libncurses6:amd64 6.2+20201114-2
2022-06-23 07:25:58 status installed libncurses6:amd64 6.2+20201114-2
2022-06-23 07:25:58 configure libncursesw6:amd64 6.2+20201114-2 <none>
2022-06-23 07:25:58 status unpacked libncursesw6:amd64 6.2+20201114-2
2022-06-23 07:25:58 status half-configured libncursesw6:amd64 6.2+20201114-2
2022-06-23 07:25:58 status installed libncursesw6:amd64 6.2+20201114-2
2022-06-23 07:25:58 configure liblua5.3-0:amd64 5.3.3-1.1+b1 <none>
2022-06-23 07:25:58 status unpacked liblua5.3-0:amd64 5.3.3-1.1+b1
2022-06-23 07:25:58 status half-configured liblua5.3-0:amd64 5.3.3-1.1+b1
2022-06-23 07:25:58 status installed liblua5.3-0:amd64 5.3.3-1.1+b1
2022-06-23 07:25:58 configure apache2-data:all 2.4.53-1~deb11u1 <none>
2022-06-23 07:25:58 status unpacked apache2-data:all 2.4.53-1~deb11u1
2022-06-23 07:25:58 status half-configured apache2-data:all 2.4.53-1~deb11u1
2022-06-23 07:25:58 status installed apache2-data:all 2.4.53-1~deb11u1
2022-06-23 07:25:58 configure mailcap:all 3.69 <none>
2022-06-23 07:25:58 status unpacked mailcap:all 3.69
2022-06-23 07:25:58 status half-configured mailcap:all 3.69
2022-06-23 07:25:58 status installed mailcap:all 3.69
2022-06-23 07:25:58 configure libxml2:amd64 2.9.10+dfsg-6.7+deb11u2 <none>
2022-06-23 07:25:58 status unpacked libxml2:amd64 2.9.10+dfsg-6.7+deb11u2
2022-06-23 07:25:58 status half-configured libxml2:amd64 2.9.10+dfsg-6.7+deb11u2
2022-06-23 07:25:58 status installed libxml2:amd64 2.9.10+dfsg-6.7+deb11u2
2022-06-23 07:25:58 configure libprocps8:amd64 2:3.3.17-5 <none>
2022-06-23 07:25:58 status unpacked libprocps8:amd64 2:3.3.17-5
2022-06-23 07:25:58 status half-configured libprocps8:amd64 2:3.3.17-5
2022-06-23 07:25:58 status installed libprocps8:amd64 2:3.3.17-5
2022-06-23 07:25:58 configure libaprutil1:amd64 1.6.1-5 <none>
2022-06-23 07:25:58 status unpacked libaprutil1:amd64 1.6.1-5
2022-06-23 07:25:58 status half-configured libaprutil1:amd64 1.6.1-5
2022-06-23 07:25:58 status installed libaprutil1:amd64 1.6.1-5
2022-06-23 07:25:58 configure mime-support:all 3.66 <none>
2022-06-23 07:25:58 status unpacked mime-support:all 3.66
2022-06-23 07:25:58 status half-configured mime-support:all 3.66
2022-06-23 07:25:58 status installed mime-support:all 3.66
2022-06-23 07:25:58 configure libaprutil1-ldap:amd64 1.6.1-5 <none>
2022-06-23 07:25:58 status unpacked libaprutil1-ldap:amd64 1.6.1-5
2022-06-23 07:25:58 status half-configured libaprutil1-ldap:amd64 1.6.1-5
2022-06-23 07:25:58 status installed libaprutil1-ldap:amd64 1.6.1-5
2022-06-23 07:25:58 configure libaprutil1-dbd-sqlite3:amd64 1.6.1-5 <none>
2022-06-23 07:25:58 status unpacked libaprutil1-dbd-sqlite3:amd64 1.6.1-5
2022-06-23 07:25:58 status half-configured libaprutil1-dbd-sqlite3:amd64 1.6.1-5
2022-06-23 07:25:58 status installed libaprutil1-dbd-sqlite3:amd64 1.6.1-5
2022-06-23 07:25:58 configure procps:amd64 2:3.3.17-5 <none>
2022-06-23 07:25:58 status unpacked procps:amd64 2:3.3.17-5
2022-06-23 07:25:58 status half-configured procps:amd64 2:3.3.17-5
2022-06-23 07:25:58 status installed procps:amd64 2:3.3.17-5
2022-06-23 07:25:58 configure apache2-utils:amd64 2.4.53-1~deb11u1 <none>
2022-06-23 07:25:58 status unpacked apache2-utils:amd64 2.4.53-1~deb11u1
2022-06-23 07:25:58 status half-configured apache2-utils:amd64 2.4.53-1~deb11u1
2022-06-23 07:25:58 status installed apache2-utils:amd64 2.4.53-1~deb11u1
2022-06-23 07:25:58 configure apache2-bin:amd64 2.4.53-1~deb11u1 <none>
2022-06-23 07:25:58 status unpacked apache2-bin:amd64 2.4.53-1~deb11u1
2022-06-23 07:25:58 status half-configured apache2-bin:amd64 2.4.53-1~deb11u1
2022-06-23 07:25:58 status installed apache2-bin:amd64 2.4.53-1~deb11u1
2022-06-23 07:25:58 configure apache2:amd64 2.4.53-1~deb11u1 <none>
2022-06-23 07:25:58 status unpacked apache2:amd64 2.4.53-1~deb11u1
2022-06-23 07:25:59 status half-configured apache2:amd64 2.4.53-1~deb11u1
2022-06-23 07:26:00 status installed apache2:amd64 2.4.53-1~deb11u1
2022-06-23 07:26:00 trigproc libc-bin:amd64 2.31-13+deb11u3 <none>
2022-06-23 07:26:00 status half-configured libc-bin:amd64 2.31-13+deb11u3
2022-06-23 07:26:00 status installed libc-bin:amd64 2.31-13+deb11u3
2022-06-23 08:43:39 startup archives unpack
2022-06-23 08:43:39 install readline-common:all <none> 8.1-1
2022-06-23 08:43:39 status half-installed readline-common:all 8.1-1
2022-06-23 08:43:39 status unpacked readline-common:all 8.1-1
2022-06-23 08:43:39 install libreadline8:amd64 <none> 8.1-1
2022-06-23 08:43:39 status triggers-pending libc-bin:amd64 2.31-13+deb11u3
2022-06-23 08:43:39 status half-installed libreadline8:amd64 8.1-1
2022-06-23 08:43:39 status unpacked libreadline8:amd64 8.1-1
2022-06-23 08:43:39 install libassuan0:amd64 <none> 2.5.3-7.1
2022-06-23 08:43:39 status half-installed libassuan0:amd64 2.5.3-7.1
2022-06-23 08:43:39 status unpacked libassuan0:amd64 2.5.3-7.1
2022-06-23 08:43:39 install gpgconf:amd64 <none> 2.2.27-2+deb11u1
2022-06-23 08:43:39 status half-installed gpgconf:amd64 2.2.27-2+deb11u1
2022-06-23 08:43:39 status unpacked gpgconf:amd64 2.2.27-2+deb11u1
2022-06-23 08:43:39 install libksba8:amd64 <none> 1.5.0-3
2022-06-23 08:43:39 status half-installed libksba8:amd64 1.5.0-3
2022-06-23 08:43:39 status unpacked libksba8:amd64 1.5.0-3
2022-06-23 08:43:39 install libnpth0:amd64 <none> 1.6-3
2022-06-23 08:43:39 status half-installed libnpth0:amd64 1.6-3
2022-06-23 08:43:39 status unpacked libnpth0:amd64 1.6-3
2022-06-23 08:43:39 install dirmngr:amd64 <none> 2.2.27-2+deb11u1
2022-06-23 08:43:39 status half-installed dirmngr:amd64 2.2.27-2+deb11u1
2022-06-23 08:43:39 status unpacked dirmngr:amd64 2.2.27-2+deb11u1
2022-06-23 08:43:39 install gnupg-l10n:all <none> 2.2.27-2+deb11u1
2022-06-23 08:43:39 status half-installed gnupg-l10n:all 2.2.27-2+deb11u1
2022-06-23 08:43:40 status unpacked gnupg-l10n:all 2.2.27-2+deb11u1
2022-06-23 08:43:40 install gnupg-utils:amd64 <none> 2.2.27-2+deb11u1
2022-06-23 08:43:40 status half-installed gnupg-utils:amd64 2.2.27-2+deb11u1
2022-06-23 08:43:40 status unpacked gnupg-utils:amd64 2.2.27-2+deb11u1
2022-06-23 08:43:40 install gpg:amd64 <none> 2.2.27-2+deb11u1
2022-06-23 08:43:40 status half-installed gpg:amd64 2.2.27-2+deb11u1
2022-06-23 08:43:40 status unpacked gpg:amd64 2.2.27-2+deb11u1
2022-06-23 08:43:40 install pinentry-curses:amd64 <none> 1.1.0-4
2022-06-23 08:43:40 status half-installed pinentry-curses:amd64 1.1.0-4
2022-06-23 08:43:40 status unpacked pinentry-curses:amd64 1.1.0-4
2022-06-23 08:43:40 install gpg-agent:amd64 <none> 2.2.27-2+deb11u1
2022-06-23 08:43:40 status half-installed gpg-agent:amd64 2.2.27-2+deb11u1
2022-06-23 08:43:40 status unpacked gpg-agent:amd64 2.2.27-2+deb11u1
2022-06-23 08:43:40 install gpg-wks-client:amd64 <none> 2.2.27-2+deb11u1
2022-06-23 08:43:40 status half-installed gpg-wks-client:amd64 2.2.27-2+deb11u1
2022-06-23 08:43:40 status unpacked gpg-wks-client:amd64 2.2.27-2+deb11u1
2022-06-23 08:43:40 install gpg-wks-server:amd64 <none> 2.2.27-2+deb11u1
2022-06-23 08:43:40 status half-installed gpg-wks-server:amd64 2.2.27-2+deb11u1
2022-06-23 08:43:40 status unpacked gpg-wks-server:amd64 2.2.27-2+deb11u1
2022-06-23 08:43:40 install gpgsm:amd64 <none> 2.2.27-2+deb11u1
2022-06-23 08:43:40 status half-installed gpgsm:amd64 2.2.27-2+deb11u1
2022-06-23 08:43:40 status unpacked gpgsm:amd64 2.2.27-2+deb11u1
2022-06-23 08:43:40 install gnupg:all <none> 2.2.27-2+deb11u1
2022-06-23 08:43:40 status half-installed gnupg:all 2.2.27-2+deb11u1
2022-06-23 08:43:40 status unpacked gnupg:all 2.2.27-2+deb11u1
2022-06-23 08:43:40 startup packages configure
2022-06-23 08:43:40 configure libksba8:amd64 1.5.0-3 <none>
2022-06-23 08:43:40 status unpacked libksba8:amd64 1.5.0-3
2022-06-23 08:43:40 status half-configured libksba8:amd64 1.5.0-3
2022-06-23 08:43:40 status installed libksba8:amd64 1.5.0-3
2022-06-23 08:43:40 configure libnpth0:amd64 1.6-3 <none>
2022-06-23 08:43:40 status unpacked libnpth0:amd64 1.6-3
2022-06-23 08:43:40 status half-configured libnpth0:amd64 1.6-3
2022-06-23 08:43:40 status installed libnpth0:amd64 1.6-3
2022-06-23 08:43:40 configure libassuan0:amd64 2.5.3-7.1 <none>
2022-06-23 08:43:40 status unpacked libassuan0:amd64 2.5.3-7.1
2022-06-23 08:43:40 status half-configured libassuan0:amd64 2.5.3-7.1
2022-06-23 08:43:40 status installed libassuan0:amd64 2.5.3-7.1
2022-06-23 08:43:40 configure gnupg-l10n:all 2.2.27-2+deb11u1 <none>
2022-06-23 08:43:40 status unpacked gnupg-l10n:all 2.2.27-2+deb11u1
2022-06-23 08:43:40 status half-configured gnupg-l10n:all 2.2.27-2+deb11u1
2022-06-23 08:43:40 status installed gnupg-l10n:all 2.2.27-2+deb11u1
2022-06-23 08:43:40 configure readline-common:all 8.1-1 <none>
2022-06-23 08:43:40 status unpacked readline-common:all 8.1-1
2022-06-23 08:43:40 status half-configured readline-common:all 8.1-1
2022-06-23 08:43:40 status installed readline-common:all 8.1-1
2022-06-23 08:43:40 configure pinentry-curses:amd64 1.1.0-4 <none>
2022-06-23 08:43:40 status unpacked pinentry-curses:amd64 1.1.0-4
